External code,Vendor,Centre,FromLabeled,Phase,Slice
F8N2S1,B,3,True,12,9
F8N2S1,B,3,True,12,10
F8N2S1,B,3,True,12,11
F8N2S1,B,3,True,12,12
F8N2S1,B,3,True,13,0
F8N2S1,B,3,True,13,1
F8N2S1,B,3,True,13,2
F8N2S1,B,3,True,13,3
F8N2S1,B,3,True,13,4
F8N2S1,B,3,True,13,5
F8N2S1,B,3,True,13,6
F8N2S1,B,3,True,13,7
F8N2S1,B,3,True,13,8
F8N2S1,B,3,True,13,9
F8N2S1,B,3,True,13,10
F8N2S1,B,3,True,13,11
F8N2S1,B,3,True,13,12
F8N2S1,B,3,True,14,0
F8N2S1,B,3,True,14,1
F8N2S1,B,3,True,14,2
F8N2S1,B,3,True,14,3
F8N2S1,B,3,True,14,4
F8N2S1,B,3,True,14,5
F8N2S1,B,3,True,14,6
F8N2S1,B,3,True,14,7
F8N2S1,B,3,True,14,8
F8N2S1,B,3,True,14,9
F8N2S1,B,3,True,14,10
F8N2S1,B,3,True,14,11
F8N2S1,B,3,True,14,12
F8N2S1,B,3,True,15,0
F8N2S1,B,3,True,15,1
F8N2S1,B,3,True,15,2
F8N2S1,B,3,True,15,3
F8N2S1,B,3,True,15,4
F8N2S1,B,3,True,15,5
F8N2S1,B,3,True,15,6
F8N2S1,B,3,True,15,7
F8N2S1,B,3,True,15,8
F8N2S1,B,3,True,15,9
F8N2S1,B,3,True,15,10
F8N2S1,B,3,True,15,11
F8N2S1,B,3,True,15,12
F8N2S1,B,3,True,16,0
F8N2S1,B,3,True,16,1
F8N2S1,B,3,True,16,2
F8N2S1,B,3,True,16,3
F8N2S1,B,3,True,16,4
F8N2S1,B,3,True,16,5
F8N2S1,B,3,True,16,6
F8N2S1,B,3,True,16,7
F8N2S1,B,3,True,16,8
F8N2S1,B,3,True,16,9
F8N2S1,B,3,True,16,10
F8N2S1,B,3,True,16,11
F8N2S1,B,3,True,16,12
F8N2S1,B,3,True,17,0
F8N2S1,B,3,True,17,1
F8N2S1,B,3,True,17,2
F8N2S1,B,3,True,17,3
F8N2S1,B,3,True,17,4
F8N2S1,B,3,True,17,5
F8N2S1,B,3,True,17,6
F8N2S1,B,3,True,17,7
F8N2S1,B,3,True,17,8
F8N2S1,B,3,True,17,9
F8N2S1,B,3,True,17,10
F8N2S1,B,3,True,17,11
F8N2S1,B,3,True,17,12
F8N2S1,B,3,True,18,0
F8N2S1,B,3,True,18,1
F8N2S1,B,3,True,18,2
F8N2S1,B,3,True,18,3
F8N2S1,B,3,True,18,4
F8N2S1,B,3,True,18,5
F8N2S1,B,3,True,18,6
F8N2S1,B,3,True,18,7
F8N2S1,B,3,True,18,8
F8N2S1,B,3,True,18,9
F8N2S1,B,3,True,18,10
F8N2S1,B,3,True,18,11
F8N2S1,B,3,True,18,12
F8N2S1,B,3,True,19,0
F8N2S1,B,3,True,19,1
F8N2S1,B,3,True,19,2
F8N2S1,B,3,True,19,3
F8N2S1,B,3,True,19,4
F8N2S1,B,3,True,19,5
F8N2S1,B,3,True,19,6
F8N2S1,B,3,True,19,7
F8N2S1,B,3,True,19,8
F8N2S1,B,3,True,19,9
F8N2S1,B,3,True,19,10
F8N2S1,B,3,True,19,11
F8N2S1,B,3,True,19,12
F8N2S1,B,3,True,20,0
F8N2S1,B,3,True,20,1
F8N2S1,B,3,True,20,2
F8N2S1,B,3,True,20,3
F8N2S1,B,3,True,20,4
F8N2S1,B,3,True,20,5
F8N2S1,B,3,True,20,6
F8N2S1,B,3,True,20,7
F8N2S1,B,3,True,20,8
F8N2S1,B,3,True,20,9
F8N2S1,B,3,True,20,10
F8N2S1,B,3,True,20,11
F8N2S1,B,3,True,20,12
F8N2S1,B,3,True,21,0
F8N2S1,B,3,True,21,1
F8N2S1,B,3,True,21,2
F8N2S1,B,3,True,21,3
F8N2S1,B,3,True,21,4
F8N2S1,B,3,True,21,5
F8N2S1,B,3,True,21,6
F8N2S1,B,3,True,21,7
F8N2S1,B,3,True,21,8
F8N2S1,B,3,True,21,9
F8N2S1,B,3,True,21,10
F8N2S1,B,3,True,21,11
F8N2S1,B,3,True,21,12
F8N2S1,B,3,True,22,0
F8N2S1,B,3,True,22,1
F8N2S1,B,3,True,22,2
F8N2S1,B,3,True,22,3
F8N2S1,B,3,True,22,4
F8N2S1,B,3,True,22,5
F8N2S1,B,3,True,22,6
F8N2S1,B,3,True,22,7
F8N2S1,B,3,True,22,8
F8N2S1,B,3,True,22,9
F8N2S1,B,3,True,22,10
F8N2S1,B,3,True,22,11
F8N2S1,B,3,True,22,12
F8N2S1,B,3,True,23,0
F8N2S1,B,3,True,23,1
F8N2S1,B,3,True,23,2
F8N2S1,B,3,True,23,3
F8N2S1,B,3,True,23,4
F8N2S1,B,3,True,23,5
F8N2S1,B,3,True,23,6
F8N2S1,B,3,True,23,7
F8N2S1,B,3,True,23,8
F8N2S1,B,3,True,23,9
F8N2S1,B,3,True,23,10
F8N2S1,B,3,True,23,11
F8N2S1,B,3,True,23,12
C2M6P8,B,3,True,0,0
C2M6P8,B,3,True,0,1
C2M6P8,B,3,True,0,2
C2M6P8,B,3,True,0,3
C2M6P8,B,3,True,0,4
C2M6P8,B,3,True,0,5
C2M6P8,B,3,True,0,6
C2M6P8,B,3,True,0,7
C2M6P8,B,3,True,0,8
C2M6P8,B,3,True,0,9
C2M6P8,B,3,True,0,10
C2M6P8,B,3,True,1,0
C2M6P8,B,3,True,1,1
C2M6P8,B,3,True,1,2
C2M6P8,B,3,True,1,3
C2M6P8,B,3,True,1,4
C2M6P8,B,3,True,1,5
C2M6P8,B,3,True,1,6
C2M6P8,B,3,True,1,7
C2M6P8,B,3,True,1,8
C2M6P8,B,3,True,1,9
C2M6P8,B,3,True,1,10
C2M6P8,B,3,True,2,0
C2M6P8,B,3,True,2,1
C2M6P8,B,3,True,2,2
C2M6P8,B,3,True,2,3
C2M6P8,B,3,True,2,4
C2M6P8,B,3,True,2,5
C2M6P8,B,3,True,2,6
C2M6P8,B,3,True,2,7
C2M6P8,B,3,True,2,8
C2M6P8,B,3,True,2,9
C2M6P8,B,3,True,2,10
C2M6P8,B,3,True,3,0
C2M6P8,B,3,True,3,1
C2M6P8,B,3,True,3,2
C2M6P8,B,3,True,3,3
C2M6P8,B,3,True,3,4
C2M6P8,B,3,True,3,5
C2M6P8,B,3,True,3,6
C2M6P8,B,3,True,3,7
C2M6P8,B,3,True,3,8
C2M6P8,B,3,True,3,9
C2M6P8,B,3,True,3,10
C2M6P8,B,3,True,4,0
C2M6P8,B,3,True,4,1
C2M6P8,B,3,True,4,2
C2M6P8,B,3,True,4,3
C2M6P8,B,3,True,4,4
C2M6P8,B,3,True,4,5
C2M6P8,B,3,True,4,6
C2M6P8,B,3,True,4,7
C2M6P8,B,3,True,4,8
C2M6P8,B,3,True,4,9
C2M6P8,B,3,True,4,10
C2M6P8,B,3,True,5,0
C2M6P8,B,3,True,5,1
C2M6P8,B,3,True,5,2
C2M6P8,B,3,True,5,3
C2M6P8,B,3,True,5,4
C2M6P8,B,3,True,5,5
C2M6P8,B,3,True,5,6
C2M6P8,B,3,True,5,7
C2M6P8,B,3,True,5,8
C2M6P8,B,3,True,5,9
C2M6P8,B,3,True,5,10
C2M6P8,B,3,True,6,0
C2M6P8,B,3,True,6,1
C2M6P8,B,3,True,6,2
C2M6P8,B,3,True,6,3
C2M6P8,B,3,True,6,4
C2M6P8,B,3,True,6,5
C2M6P8,B,3,True,6,6
C2M6P8,B,3,True,6,7
C2M6P8,B,3,True,6,8
C2M6P8,B,3,True,6,9
C2M6P8,B,3,True,6,10
C2M6P8,B,3,True,7,0
C2M6P8,B,3,True,7,1
C2M6P8,B,3,True,7,2
C2M6P8,B,3,True,7,3
C2M6P8,B,3,True,7,4
C2M6P8,B,3,True,7,5
C2M6P8,B,3,True,7,6
C2M6P8,B,3,True,7,7
C2M6P8,B,3,True,7,8
C2M6P8,B,3,True,7,9
C2M6P8,B,3,True,7,10
C2M6P8,B,3,True,9,0
C2M6P8,B,3,True,9,1
C2M6P8,B,3,True,9,2
C2M6P8,B,3,True,9,3
C2M6P8,B,3,True,9,4
C2M6P8,B,3,True,9,5
C2M6P8,B,3,True,9,6
C2M6P8,B,3,True,9,7
C2M6P8,B,3,True,9,8
C2M6P8,B,3,True,9,9
C2M6P8,B,3,True,9,10
C2M6P8,B,3,True,10,0
C2M6P8,B,3,True,10,1
C2M6P8,B,3,True,10,2
C2M6P8,B,3,True,10,3
C2M6P8,B,3,True,10,4
C2M6P8,B,3,True,10,5
C2M6P8,B,3,True,10,6
C2M6P8,B,3,True,10,7
C2M6P8,B,3,True,10,8
C2M6P8,B,3,True,10,9
C2M6P8,B,3,True,10,10
C2M6P8,B,3,True,11,0
C2M6P8,B,3,True,11,1
C2M6P8,B,3,True,11,2
C2M6P8,B,3,True,11,3
C2M6P8,B,3,True,11,4
C2M6P8,B,3,True,11,5
C2M6P8,B,3,True,11,6
C2M6P8,B,3,True,11,7
C2M6P8,B,3,True,11,8
C2M6P8,B,3,True,11,9
C2M6P8,B,3,True,11,10
C2M6P8,B,3,True,12,0
C2M6P8,B,3,True,12,1
C2M6P8,B,3,True,12,2
C2M6P8,B,3,True,12,3
C2M6P8,B,3,True,12,4
C2M6P8,B,3,True,12,5
C2M6P8,B,3,True,12,6
C2M6P8,B,3,True,12,7
C2M6P8,B,3,True,12,8
C2M6P8,B,3,True,12,9
C2M6P8,B,3,True,12,10
C2M6P8,B,3,True,13,0
C2M6P8,B,3,True,13,1
C2M6P8,B,3,True,13,2
C2M6P8,B,3,True,13,3
C2M6P8,B,3,True,13,4
C2M6P8,B,3,True,13,5
C2M6P8,B,3,True,13,6
C2M6P8,B,3,True,13,7
C2M6P8,B,3,True,13,8
C2M6P8,B,3,True,13,9
C2M6P8,B,3,True,13,10
C2M6P8,B,3,True,14,0
C2M6P8,B,3,True,14,1
C2M6P8,B,3,True,14,2
C2M6P8,B,3,True,14,3
C2M6P8,B,3,True,14,4
C2M6P8,B,3,True,14,5
C2M6P8,B,3,True,14,6
C2M6P8,B,3,True,14,7
C2M6P8,B,3,True,14,8
C2M6P8,B,3,True,14,9
C2M6P8,B,3,True,14,10
C2M6P8,B,3,True,15,0
C2M6P8,B,3,True,15,1
C2M6P8,B,3,True,15,2
C2M6P8,B,3,True,15,3
C2M6P8,B,3,True,15,4
C2M6P8,B,3,True,15,5
C2M6P8,B,3,True,15,6
C2M6P8,B,3,True,15,7
C2M6P8,B,3,True,15,8
C2M6P8,B,3,True,15,9
C2M6P8,B,3,True,15,10
C2M6P8,B,3,True,16,0
C2M6P8,B,3,True,16,1
C2M6P8,B,3,True,16,2
C2M6P8,B,3,True,16,3
C2M6P8,B,3,True,16,4
C2M6P8,B,3,True,16,5
C2M6P8,B,3,True,16,6
C2M6P8,B,3,True,16,7
C2M6P8,B,3,True,16,8
C2M6P8,B,3,True,16,9
C2M6P8,B,3,True,16,10
C2M6P8,B,3,True,17,0
C2M6P8,B,3,True,17,1
C2M6P8,B,3,True,17,2
C2M6P8,B,3,True,17,3
C2M6P8,B,3,True,17,4
C2M6P8,B,3,True,17,5
C2M6P8,B,3,True,17,6
C2M6P8,B,3,True,17,7
C2M6P8,B,3,True,17,8
C2M6P8,B,3,True,17,9
C2M6P8,B,3,True,17,10
C2M6P8,B,3,True,18,0
C2M6P8,B,3,True,18,1
C2M6P8,B,3,True,18,2
C2M6P8,B,3,True,18,3
C2M6P8,B,3,True,18,4
C2M6P8,B,3,True,18,5
C2M6P8,B,3,True,18,6
C2M6P8,B,3,True,18,7
C2M6P8,B,3,True,18,8
C2M6P8,B,3,True,18,9
C2M6P8,B,3,True,18,10
C2M6P8,B,3,True,19,0
C2M6P8,B,3,True,19,1
C2M6P8,B,3,True,19,2
C2M6P8,B,3,True,19,3
C2M6P8,B,3,True,19,4
C2M6P8,B,3,True,19,5
C2M6P8,B,3,True,19,6
C2M6P8,B,3,True,19,7
C2M6P8,B,3,True,19,8
C2M6P8,B,3,True,19,9
C2M6P8,B,3,True,19,10
C2M6P8,B,3,True,20,0
C2M6P8,B,3,True,20,1
C2M6P8,B,3,True,20,2
C2M6P8,B,3,True,20,3
C2M6P8,B,3,True,20,4
C2M6P8,B,3,True,20,5
C2M6P8,B,3,True,20,6
C2M6P8,B,3,True,20,7
C2M6P8,B,3,True,20,8
C2M6P8,B,3,True,20,9
C2M6P8,B,3,True,20,10
C2M6P8,B,3,True,21,0
C2M6P8,B,3,True,21,1
C2M6P8,B,3,True,21,2
C2M6P8,B,3,True,21,3
C2M6P8,B,3,True,21,4
C2M6P8,B,3,True,21,5
C2M6P8,B,3,True,21,6
C2M6P8,B,3,True,21,7
C2M6P8,B,3,True,21,8
C2M6P8,B,3,True,21,9
C2M6P8,B,3,True,21,10
C2M6P8,B,3,True,22,0
C2M6P8,B,3,True,22,1
C2M6P8,B,3,True,22,2
C2M6P8,B,3,True,22,3
C2M6P8,B,3,True,22,4
C2M6P8,B,3,True,22,5
C2M6P8,B,3,True,22,6
C2M6P8,B,3,True,22,7
C2M6P8,B,3,True,22,8
C2M6P8,B,3,True,22,9
C2M6P8,B,3,True,22,10
C2M6P8,B,3,True,23,0
C2M6P8,B,3,True,23,1
C2M6P8,B,3,True,23,2
C2M6P8,B,3,True,23,3
C2M6P8,B,3,True,23,4
C2M6P8,B,3,True,23,5
C2M6P8,B,3,True,23,6
C2M6P8,B,3,True,23,7
C2M6P8,B,3,True,23,8
C2M6P8,B,3,True,23,9
C2M6P8,B,3,True,23,10
D4N6W6,A,1,True,1,0
D4N6W6,A,1,True,1,1
D4N6W6,A,1,True,1,2
D4N6W6,A,1,True,1,3
D4N6W6,A,1,True,1,4
D4N6W6,A,1,True,1,5
D4N6W6,A,1,True,1,6
D4N6W6,A,1,True,1,7
D4N6W6,A,1,True,1,8
D4N6W6,A,1,True,1,9
D4N6W6,A,1,True,2,0
D4N6W6,A,1,True,2,1
D4N6W6,A,1,True,2,2
D4N6W6,A,1,True,2,3
D4N6W6,A,1,True,2,4
D4N6W6,A,1,True,2,5
D4N6W6,A,1,True,2,6
D4N6W6,A,1,True,2,7
D4N6W6,A,1,True,2,8
D4N6W6,A,1,True,2,9
D4N6W6,A,1,True,3,0
D4N6W6,A,1,True,3,1
D4N6W6,A,1,True,3,2
D4N6W6,A,1,True,3,3
D4N6W6,A,1,True,3,4
D4N6W6,A,1,True,3,5
D4N6W6,A,1,True,3,6
D4N6W6,A,1,True,3,7
D4N6W6,A,1,True,3,8
D4N6W6,A,1,True,3,9
D4N6W6,A,1,True,4,0
D4N6W6,A,1,True,4,1
D4N6W6,A,1,True,4,2
D4N6W6,A,1,True,4,3
D4N6W6,A,1,True,4,4
D4N6W6,A,1,True,4,5
D4N6W6,A,1,True,4,6
D4N6W6,A,1,True,4,7
D4N6W6,A,1,True,4,8
D4N6W6,A,1,True,4,9
D4N6W6,A,1,True,5,0
D4N6W6,A,1,True,5,1
D4N6W6,A,1,True,5,2
D4N6W6,A,1,True,5,3
D4N6W6,A,1,True,5,4
D4N6W6,A,1,True,5,5
D4N6W6,A,1,True,5,6
D4N6W6,A,1,True,5,7
D4N6W6,A,1,True,5,8
D4N6W6,A,1,True,5,9
D4N6W6,A,1,True,6,0
D4N6W6,A,1,True,6,1
D4N6W6,A,1,True,6,2
D4N6W6,A,1,True,6,3
D4N6W6,A,1,True,6,4
D4N6W6,A,1,True,6,5
D4N6W6,A,1,True,6,6
D4N6W6,A,1,True,6,7
D4N6W6,A,1,True,6,8
D4N6W6,A,1,True,6,9
D4N6W6,A,1,True,7,0
D4N6W6,A,1,True,7,1
D4N6W6,A,1,True,7,2
D4N6W6,A,1,True,7,3
D4N6W6,A,1,True,7,4
D4N6W6,A,1,True,7,5
D4N6W6,A,1,True,7,6
D4N6W6,A,1,True,7,7
D4N6W6,A,1,True,7,8
D4N6W6,A,1,True,7,9
D4N6W6,A,1,True,8,0
D4N6W6,A,1,True,8,1
D4N6W6,A,1,True,8,2
D4N6W6,A,1,True,8,3
D4N6W6,A,1,True,8,4
D4N6W6,A,1,True,8,5
D4N6W6,A,1,True,8,6
D4N6W6,A,1,True,8,7
D4N6W6,A,1,True,8,8
D4N6W6,A,1,True,8,9
D4N6W6,A,1,True,9,0
D4N6W6,A,1,True,9,1
D4N6W6,A,1,True,9,2
D4N6W6,A,1,True,9,3
D4N6W6,A,1,True,9,4
D4N6W6,A,1,True,9,5
D4N6W6,A,1,True,9,6
D4N6W6,A,1,True,9,7
D4N6W6,A,1,True,9,8
D4N6W6,A,1,True,9,9
D4N6W6,A,1,True,11,0
D4N6W6,A,1,True,11,1
D4N6W6,A,1,True,11,2
D4N6W6,A,1,True,11,3
D4N6W6,A,1,True,11,4
D4N6W6,A,1,True,11,5
D4N6W6,A,1,True,11,6
D4N6W6,A,1,True,11,7
D4N6W6,A,1,True,11,8
D4N6W6,A,1,True,11,9
D4N6W6,A,1,True,12,0
D4N6W6,A,1,True,12,1
D4N6W6,A,1,True,12,2
D4N6W6,A,1,True,12,3
D4N6W6,A,1,True,12,4
D4N6W6,A,1,True,12,5
D4N6W6,A,1,True,12,6
D4N6W6,A,1,True,12,7
D4N6W6,A,1,True,12,8
D4N6W6,A,1,True,12,9
D4N6W6,A,1,True,13,0
D4N6W6,A,1,True,13,1
D4N6W6,A,1,True,13,2
D4N6W6,A,1,True,13,3
D4N6W6,A,1,True,13,4
D4N6W6,A,1,True,13,5
D4N6W6,A,1,True,13,6
D4N6W6,A,1,True,13,7
D4N6W6,A,1,True,13,8
D4N6W6,A,1,True,13,9
D4N6W6,A,1,True,14,0
D4N6W6,A,1,True,14,1
D4N6W6,A,1,True,14,2
D4N6W6,A,1,True,14,3
D4N6W6,A,1,True,14,4
D4N6W6,A,1,True,14,5
D4N6W6,A,1,True,14,6
D4N6W6,A,1,True,14,7
D4N6W6,A,1,True,14,8
D4N6W6,A,1,True,14,9
D4N6W6,A,1,True,15,0
D4N6W6,A,1,True,15,1
D4N6W6,A,1,True,15,2
D4N6W6,A,1,True,15,3
D4N6W6,A,1,True,15,4
D4N6W6,A,1,True,15,5
D4N6W6,A,1,True,15,6
D4N6W6,A,1,True,15,7
D4N6W6,A,1,True,15,8
D4N6W6,A,1,True,15,9
D4N6W6,A,1,True,16,0
D4N6W6,A,1,True,16,1
D4N6W6,A,1,True,16,2
D4N6W6,A,1,True,16,3
D4N6W6,A,1,True,16,4
D4N6W6,A,1,True,16,5
D4N6W6,A,1,True,16,6
D4N6W6,A,1,True,16,7
D4N6W6,A,1,True,16,8
D4N6W6,A,1,True,16,9
D4N6W6,A,1,True,17,0
D4N6W6,A,1,True,17,1
D4N6W6,A,1,True,17,2
D4N6W6,A,1,True,17,3
D4N6W6,A,1,True,17,4
D4N6W6,A,1,True,17,5
D4N6W6,A,1,True,17,6
D4N6W6,A,1,True,17,7
D4N6W6,A,1,True,17,8
D4N6W6,A,1,True,17,9
D4N6W6,A,1,True,18,0
D4N6W6,A,1,True,18,1
D4N6W6,A,1,True,18,2
D4N6W6,A,1,True,18,3
D4N6W6,A,1,True,18,4
D4N6W6,A,1,True,18,5
D4N6W6,A,1,True,18,6
D4N6W6,A,1,True,18,7
D4N6W6,A,1,True,18,8
D4N6W6,A,1,True,18,9
D4N6W6,A,1,True,19,0
D4N6W6,A,1,True,19,1
D4N6W6,A,1,True,19,2
D4N6W6,A,1,True,19,3
D4N6W6,A,1,True,19,4
D4N6W6,A,1,True,19,5
D4N6W6,A,1,True,19,6
D4N6W6,A,1,True,19,7
D4N6W6,A,1,True,19,8
D4N6W6,A,1,True,19,9
D4N6W6,A,1,True,20,0
D4N6W6,A,1,True,20,1
D4N6W6,A,1,True,20,2
D4N6W6,A,1,True,20,3
D4N6W6,A,1,True,20,4
D4N6W6,A,1,True,20,5
D4N6W6,A,1,True,20,6
D4N6W6,A,1,True,20,7
D4N6W6,A,1,True,20,8
D4N6W6,A,1,True,20,9
D4N6W6,A,1,True,21,0
D4N6W6,A,1,True,21,1
D4N6W6,A,1,True,21,2
D4N6W6,A,1,True,21,3
D4N6W6,A,1,True,21,4
D4N6W6,A,1,True,21,5
D4N6W6,A,1,True,21,6
D4N6W6,A,1,True,21,7
D4N6W6,A,1,True,21,8
D4N6W6,A,1,True,21,9
D4N6W6,A,1,True,22,0
D4N6W6,A,1,True,22,1
D4N6W6,A,1,True,22,2
D4N6W6,A,1,True,22,3
D4N6W6,A,1,True,22,4
D4N6W6,A,1,True,22,5
D4N6W6,A,1,True,22,6
D4N6W6,A,1,True,22,7
D4N6W6,A,1,True,22,8
D4N6W6,A,1,True,22,9
D4N6W6,A,1,True,23,0
D4N6W6,A,1,True,23,1
D4N6W6,A,1,True,23,2
D4N6W6,A,1,True,23,3
D4N6W6,A,1,True,23,4
D4N6W6,A,1,True,23,5
D4N6W6,A,1,True,23,6
D4N6W6,A,1,True,23,7
D4N6W6,A,1,True,23,8
D4N6W6,A,1,True,23,9
D4N6W6,A,1,True,24,0
D4N6W6,A,1,True,24,1
D4N6W6,A,1,True,24,2
D4N6W6,A,1,True,24,3
D4N6W6,A,1,True,24,4
D4N6W6,A,1,True,24,5
D4N6W6,A,1,True,24,6
D4N6W6,A,1,True,24,7
D4N6W6,A,1,True,24,8
D4N6W6,A,1,True,24,9
M4P7Q6,B,2,True,0,0
M4P7Q6,B,2,True,0,1
M4P7Q6,B,2,True,0,2
M4P7Q6,B,2,True,0,3
M4P7Q6,B,2,True,0,4
M4P7Q6,B,2,True,0,5
M4P7Q6,B,2,True,0,6
M4P7Q6,B,2,True,0,7
M4P7Q6,B,2,True,1,0
M4P7Q6,B,2,True,1,1
M4P7Q6,B,2,True,1,2
M4P7Q6,B,2,True,1,3
M4P7Q6,B,2,True,1,4
M4P7Q6,B,2,True,1,5
M4P7Q6,B,2,True,1,6
M4P7Q6,B,2,True,1,7
M4P7Q6,B,2,True,3,0
M4P7Q6,B,2,True,3,1
M4P7Q6,B,2,True,3,2
M4P7Q6,B,2,True,3,3
M4P7Q6,B,2,True,3,4
M4P7Q6,B,2,True,3,5
M4P7Q6,B,2,True,3,6
M4P7Q6,B,2,True,3,7
M4P7Q6,B,2,True,4,0
M4P7Q6,B,2,True,4,1
M4P7Q6,B,2,True,4,2
M4P7Q6,B,2,True,4,3
M4P7Q6,B,2,True,4,4
M4P7Q6,B,2,True,4,5
M4P7Q6,B,2,True,4,6
M4P7Q6,B,2,True,4,7
M4P7Q6,B,2,True,5,0
M4P7Q6,B,2,True,5,1
M4P7Q6,B,2,True,5,2
M4P7Q6,B,2,True,5,3
